path	type	review_status	brief_notes	removal_candidate_tags	required_kept_tags	fantasy_usage	server_api_surface	configuration	tests_docs_build_release
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf011.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf012.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf013.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf014.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf015.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf016.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf017.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf018.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf019.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Split/HeightOf020.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf001.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf002.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf003.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf004.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf005.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf006.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf007.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf008.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf009.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf010.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf011.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf012.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf013.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf014.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf015.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf016.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf017.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf018.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf019.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewHeight/Unified/HeightOf020.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewLineBreakIssue/Split.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewLineBreakIssue/Unified.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewTabs/Split.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewTabs/Unified.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf001.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf002.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf003.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf004.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf005.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf006.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf007.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf008.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf009.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf010.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf011.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf012.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf013.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf014.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf015.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf016.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf017.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf018.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf019.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf020.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf021.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf022.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf023.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf024.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf025.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf026.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf027.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf028.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf029.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf030.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf031.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf032.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf033.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf034.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf035.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf036.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf037.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf038.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf039.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf040.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf041.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf042.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf043.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf044.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf045.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf046.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf047.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf048.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf049.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf050.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf051.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf052.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf053.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf054.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf055.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf056.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf057.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf058.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf059.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf060.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf061.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf062.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf063.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf064.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf065.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf066.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf067.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf068.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf069.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf070.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf071.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf072.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf073.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf074.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf075.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf076.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf077.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf078.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf079.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf080.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf081.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf082.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf083.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf084.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf085.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf086.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf087.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf088.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf089.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf090.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf091.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf092.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf093.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf094.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf095.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf096.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf097.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf098.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf099.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf100.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf101.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf102.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf103.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf104.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf105.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf106.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf107.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf108.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf109.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Split/WidthOf110.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf001.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf002.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf003.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf004.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf005.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf006.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf007.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf008.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf009.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf010.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
